Timestamp	Type	Process	Thread	Subsystem	Category	Message	
01:29.942.180	Debug	audiomxd (104)	caulk::concurrent::details::worker_thread::run  0x96a	com.apple.coreaudio	AMCP	149,779 HALS_IOContext_Legacy_Impl.cpp:2,046 Completed HALS_IOContext_Legacy_Impl::IOWorkLoopDeinit	
01:29.942.241	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:184 UpdateAndNotify() - need to notify I/O state = 1 new I/O running state = 0 previous I/O running state = 2	
01:29.942.259	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:192 Sending notification "com.apple.coreaudio.IORunning" of I/O running state 0 forced notification = 0	
01:29.942.294	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:204 Sending notification "com.apple.coreaudio.ActivePorts" with active ports 0 forced notification = 0	
01:29.942.560	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ HashtagImages (B:0x84, C:0x0) 	
01:29.942.619	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CACHE_DELETE_NAME_MAP : {
    "CACHE_DELETE_PURGEABLE_CLONES" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "CACHE_DELETE_SIGNING_ID" = "com.apple.deleted_helper";
    };
    "com.apple.BOOKS" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "CACHE_DELETE_SIGNING_ID" = "com.apple.deleted_helper";
    };
    "com.apple.FileProvider.cache-delete" =     {
        "CACHE_DELETE_PROCNAME" = fileproviderd;
        "CACHE_DELETE_SIGNING_ID" = "com.apple.fileproviderd";
    };
    "com.apple.MOVIE" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "CACHE_DELETE_SIGNING_ID" = "com.apple.deleted_helper";
    };
    "com.apple.MUSIC" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "CACHE_DELETE_SIGNING_ID" = "com.apple.deleted_helper";
    };
    "com.apple.PODCAST" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "CACHE_DELETE_SIGNING_ID" = "com.apple.deleted_helper";
    };
    "com.apple.ReportMemoryException.CacheDelete" =     {
        "CACHE_DELETE_PROCNAME" = "";
        "	
01:29.942.733	Default	audiomxd (104)	_dispatch_worker_thread  0x28c4	AudioToolbox	Default	AVBorealisServer.mm:886 Active Ports Notification token from VirtualAudio: 0	
01:29.942.747	Default	bluetoothd (94)	_dispatch_workloop_worker_thread  0x2250	com.apple.bluetooth	Server.Core	Microphone is now off	
01:29.942.761	Debug	audiomxd (104)	_dispatch_worker_thread  0x28c4	AudioToolbox	Default	AVBorealisServer.mm:387 State may have changed for port: 1 current state: 0	
01:29.942.778	Debug	audiomxd (104)	_dispatch_worker_thread  0x28c4	AudioToolbox	Default	AVBorealisServer.mm:387 State may have changed for port: 2 current state: 0	
01:29.942.813	Info	bluetoothd (94)	_dispatch_workloop_worker_thread  0x2250	com.apple.bluetooth	Server.Core	Sending: BD_VSC_OP_POWER_LDO_DURING_SLEEP	
01:29.942.832	Info	bluetoothd (94)	_dispatch_workloop_worker_thread  0x2250	com.apple.bluetooth	Server.Core	VSC BD_VSC_OP_POWER_LDO_DURING_SLEEP, not supported	
01:29.942.865	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.sensorkitd.CacheDelete : 0	
01:29.942.867	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.942.898	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.942.933	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.TextInput.CacheDelete : 0	
01:29.942.950	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.fspurgeable_document : 74100736	
01:29.942.964	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.assetsd.cacheDelete : 127430656	
01:29.943.002	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ HashtagImages (B:0x84, C:0x0) 	
01:29.943.046	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CACHE_DELETE_TOTAL_AVAILABLE : 3788453875	
01:29.943.050	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x84, C:0x0)	
01:29.943.066	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.mobile.cache_delete_mobile_backup : 0	
01:29.943.074	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.943.081	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CACHE_DELETE_NONPURGEABLE_AMOUNT : 1286982234	
01:29.943.088	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.943.095	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CACHE_DELETE_FREESPACE : 218188582912	
01:29.943.109	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.medialibraryd.cacheDelete : 0	
01:29.943.114	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381c20> to get the value for property signerIdentity	
01:29.943.123	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.PODCAST : 0	
01:29.943.138	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 78	
01:29.943.141	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.nsurlsessiond-cachedelete : 0	
01:29.943.156	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.fspurgeable_data : 600870912	
01:29.943.192	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	com.apple.coresymbolicationd.cache-delete : 1782005760	
01:29.943.209	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.943.242	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.943.255	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.943.283	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.943.295	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.943.321	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.943.343	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.943.353	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Query Result>>> 3788453875 bytes on: "/private/var".	
01:29.943.371	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CacheDeleteCopyPurgeableSpaceWithInfo local cache result for /private/var : 	
01:29.943.454	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.943.491	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CacheDeleteCopyPurgeableSpaceWithInfo result for /private/var : {
    "CACHE_DELETE_AMOUNT" = 3788453875;
    "CACHE_DELETE_CACHED_RESULT" = 1;
    "CACHE_DELETE_FREESPACE" = 218188582912;
    "CACHE_DELETE_NONPURGEABLE_AMOUNT" = 1286982234;
    "CACHE_DELETE_VOLUME" = "/private/var";
}	
01:29.943.492	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ MediaRemoteUIService (B:0x28c, C:0x0) 	
01:29.943.507	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.943.518	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.943.548	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ MediaRemoteUIService (B:0x28c, C:0x0) 	
01:29.943.580	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.iCloudQuota	core	Found 3,788,453,875 bytes of purgeable space	
01:29.943.582	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x28c, C:0x0)	
01:29.943.596	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.943.658	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.943.695	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381bd0> to get the value for property signerIdentity	
01:29.943.729	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 79	
01:29.943.763	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.943.777	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.943.806	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.943.836	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.943.848	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.943.875	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.943.888	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.943.904	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.photos.backend	LibraryBundle	Inconsistent URL paths may negatively impact client access performance (original /private/var/mobile/Media vs. current /var/mobile/Media)	
01:29.943.917	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.944.003	Default	powerexperienced (126)	_dispatch_workloop_worker_thread  0x1a19	com.apple.powerexperienced	signalMonitor	Audio playback started current_state 2. Creating a resource hint	
01:29.944.039	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ FinanceStub (B:0x90, C:0x0) 	
01:29.944.101	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.944.354	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 11, guarded: true>	
01:29.944.358	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.944.385	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ FinanceStub (B:0x90, C:0x0) 	
01:29.944.405	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x90, C:0x0)	
01:29.944.464	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 7, guarded: true>	
01:29.944.495	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.944.509	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.944.565	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 9, guarded: true>	
01:29.944.571	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381c20> to get the value for property signerIdentity	
01:29.944.633	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 10, guarded: true>	
01:29.944.644	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 80	
01:29.944.664	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.944.720	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.defaults	User Defaults	found no value for key backupRestoreComplete in CFPrefsSearchListSource<0x10061c0b0> (Domain: com.apple.ind, Container: (null))	
01:29.944.755	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 8, guarded: true>	
01:29.944.855	Default	Unknown (0)	HALS_IOThread::Entry  0x28c3	AppleARMIISAudio	Default	- Speaker stopTransport ret=success(0)	
01:29.944.878	Default	Unknown (0)	HALS_IOThread::Entry  0x28c3	AppleARMIISAudio	Default	- Speaker::stopIOEngineGated() ret=success(0)	
01:29.944.895	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	CoreAudio	Default	HALS_IOA2Device.cpp:2,266  HALS_IOA2Device::IOAudio2DeviceNotificationPortMessageHandler: <private>|40 +++++++++------>	
01:29.944.960	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	CoreAudio	Default	HALS_IOA2Device.cpp:2,343  HALS_IOA2Device::IOAudio2DeviceNotificationPortMessageHandler: <private>|40 <------+++++++++	
01:29.944.987	Debug	swcd (182)	_dispatch_workloop_worker_thread  0x1f56	com.apple.network		nw_fd_wrapper_close closed <fd_wrapper 6, guarded: true>	
01:29.945.034	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.iCloudQuota	core	checking criteria for offer type BackupRestore type Billing criteria
{
    backupRestoreComplete = 1;
}	
01:29.945.063	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.945.069	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.iCloudQuota	core	choose stub: none with matching criteria found	
01:29.945.079	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.945.091	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.945.101	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.defaults	User Defaults	found no value for key _ICQSimulatedDeviceStorageAlmostFull in CFPrefsSearchListSource<0xbd8229180> (Domain: com.apple.cloud.quota, Container: (null))	
01:29.945.102	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.945.113	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.945.120	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.iCloudQuota	core	-[ICQDaemonOfferManager isSimulatedDeviceStorageAlmostFull]: returning value NO.	
01:29.945.124	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.945.157	Default	audiomxd (104)	HALS_IOThread::Entry  0x28c3	CoreAudio	Default	HALS_IOContext_Legacy_Impl.cpp:2,013  IO Stopped Context 278 after 20,480 frames.	
01:29.945.208	Default	audiomxd (104)	HALS_IOThread::Entry  0x28c3	CoreAudio	Default	HALS_IOContext_Legacy_Impl.cpp:2,037  HALS_IOContext_Legacy_Impl::IOWorkLoopDeinit: 278 Speaker (VAD [vdef] AggDev 12): stopping with error 0	
01:29.945.216	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	CoreAudio	Default	HALB_PowerAssertion.cpp:157  HALB_PowerAssertion::Release: releasing power assertion ID 33,049 of type 'PreventUserIdleSystemSleep' with name: 'com.apple.audio.VAD [vdef] AggDev 12.context.preventuseridlesleep' taken at <private> for 0.4973 seconds	
01:29.945.307	Debug	audiomxd (104)	_dispatch_workloop_worker_thread  0x2855	com.apple.coreaudio	aqme	AQMEIO_HAL.cpp:3,469 aqmeio@0xc68a70a00 IsRunning 0	
01:29.945.347	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Global levels set to 0x1
	
01:29.945.385	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	getUserInactiveDuration: rdActive:1 hidActive:1 assertionActivityValid:0 now:0x86  hid_ts:0x60 assertion_ts:0x0
	
01:29.945.407	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f0114280(pid 118) activity level is already at 0x1
	
01:29.945.426	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f01143c0(pid 253) activity level is already at 0x1
	
01:29.945.441	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f0114780(pid 253) activity level is already at 0x1
	
01:29.945.455	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f0114a00(pid 65) activity level is already at 0x1
	
01:29.945.467	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f0114500(pid 68) activity level is already at 0x1
	
01:29.945.489	Debug	powerd (46)	start_wqthread  0x2088	com.apple.powerd	systemLoad	Client 0x6f0116440(pid 418) activity level is already at 0x1
	
01:29.945.490	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x2845	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:184 UpdateAndNotify() - need to notify I/O state = 0 new I/O running state = 0 previous I/O running state = 0	
01:29.945.551	Debug	audiomxd (104)	caulk::concurrent::details::worker_thread::run  0x96a	com.apple.coreaudio	AMCP	258,823 HALS_IOContext_Legacy_Impl.cpp:2,046 Completed HALS_IOContext_Legacy_Impl::IOWorkLoopDeinit	
01:29.945.592	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.photos.backend	Backend	Mount point for /private/var: /private/var	
01:29.945.726	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.945.838	Debug	DTServiceHub (385)	start_wqthread  0x18cb	DVTInstrumentsFoundation	Default	Data Size: 101,370, Rows Sent: 1,299, Stack depth: 2,878	
01:29.945.861	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ Music (B:0x54c, C:0x0) 	
01:29.945.894	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.iCloudQuota	core	Found 217,978,867,712 bytes of free space	
01:29.946.021	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.101	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.513	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.547	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.562	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber, returning nil	
01:29.946.576	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber, returning nil	
01:29.946.589	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.858	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.860	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.946.878	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.946.962	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.947.023	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ Music (B:0x54c, C:0x0) 	
01:29.947.112	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x54c, C:0x0)	
01:29.947.131	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8df20)	
01:29.947.162	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e190)	
01:29.947.244	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	record	Invoking selector signerIdentityWithContext:tableID:unitID:unitBytes: on <LSApplicationRecord 0x546381bd0> to get the value for property signerIdentity	
01:29.947.277	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	enumeration	Enumerator <private> iteration 81	
01:29.947.357	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::CreateWithBundleInfo(ID=<private>, name=<private>, CC=????, vers=)	
01:29.947.387	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	BindingEvaluator::~BindingEvaluator(0x16df8e0e8)	
01:29.947.403	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Running evaluator 0x16df8df20	
01:29.947.432	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding user preferences	
01:29.947.447	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	value  is not an NSNumber(Bool), returning false	
01:29.947.459	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding weak binding	
01:29.947.495	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	0 bindings found	
01:29.947.538	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	CacheDeleteVolume disk for <private> : <private>	
01:29.947.572	Default	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	getSiblings: finding volumes that belong to <private> 	
01:29.947.785	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Enumerating mounts with flags 0x84	
01:29.947.808	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Considering <private>	
01:29.947.996	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.948.063	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	readonly && !AllowReadOnly	
01:29.948.083	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Not Under private/var && only_under_private_var	
01:29.948.098	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Rejected	
01:29.948.132	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Considering <private>	
01:29.948.160	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Adding and sorting bundles	
01:29.948.212	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	devfs && !AllowDevFS (<private>)	
01:29.948.219	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ ShortcutsActions (B:0x338, C:0x0) 	
01:29.948.246	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Not Under private/var && only_under_private_var	
01:29.948.261	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Rejected	
01:29.948.289	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Considering <private>	
01:29.948.337	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Not Under private/var && only_under_private_var	
01:29.948.357	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Rejected	
01:29.948.509	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	1 bindings found	
01:29.948.568	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Considering <private>	
01:29.948.580	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Truncating a list of bindings to max 1 known-good ones.	
01:29.948.588	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Not Under private/var && only_under_private_var	
01:29.948.602	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Rejected	
01:29.948.642	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	+++ ShortcutsActions (B:0x338, C:0x0) 	
01:29.948.651	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Considering <private>	
01:29.948.711	Debug	ind (194)	_dispatch_workloop_worker_thread  0x2761	com.apple.cache_delete	client	Accepted	
01:29.948.711	Debug	lsd (117)	_dispatch_workloop_worker_thread  0x9e1	com.apple.launchservices	binding	Best binding found for evaluator 6,139,994,512: <private> (B:0x338, C:0x0)	
